parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
11043682,,,,2.0,4.0,,7.0,2.0,,,1505.0,1505.0,,,,,6037.0,,2.0,,,,2.0,34230413.0,-118459428.0,7861.0,,,,,,0100,261.0,LARS,60371175.201001,12447.0,3101.0,13017.0,96369.0,0.0,,,,1.0,,,1958.0,,,161886.0,318755.0,2015.0,156869.0,4107.6,,,60371175201001.0
14310111,,,,3.0,4.0,,,3.0,,,3362.0,3362.0,,,,,6059.0,,3.0,2.0,460.0,,,33659629.0,-117813893.0,6000.0,,,,,,122,261.0,,60590626.125015,52650.0,1286.0,275824.0,96947.0,6.0,,,,,,,1968.0,1.0,,296218.0,568172.0,2015.0,271954.0,5909.38,,,60590626125015.0
11066277,1.0,,,3.0,4.0,,4.0,3.0,,,2741.0,2741.0,,,,,6037.0,,3.0,,,,2.0,34292308.0,-118563073.0,7739.0,,,,,,010D,269.0,LARD6,60371082.012,12447.0,3101.0,275078.0,96356.0,0.0,,,,1.0,,,1989.0,,,238002.0,531895.0,2015.0,293893.0,6564.13,,,60371082012000.0
11478377,,,,2.0,2.0,,4.0,2.0,,,1350.0,1350.0,,,,,6037.0,,2.0,,,,2.0,33898013.0,-118386036.0,4290.0,,,,,,010D,269.0,MNRPD,60376204.001001,19177.0,3101.0,,96117.0,0.0,,,,1.0,,,1987.0,,,311991.0,519980.0,2015.0,207989.0,6018.12,,,60376204001001.0
11079096,1.0,,,3.0,5.0,,4.0,3.0,,,2655.0,2655.0,,,,,6037.0,,3.0,,,,2.0,34252988.0,-118568472.0,11034.0,1.0,,,,1.0,0101,261.0,LARE11,60371133.221012,12447.0,3101.0,37835.0,96346.0,0.0,,,,1.0,,,1976.0,,,252856.0,445463.0,2015.0,192607.0,5713.91,,,60371133221012.0
14677126,,,,2.0,3.0,,,2.0,,,1401.0,1401.0,,,,,6059.0,,2.0,2.0,0.0,,24.0,33686141.0,-117796344.0,,,,,,,34,266.0,,60590525.113003,52650.0,1286.0,276119.0,96941.0,6.0,,,,,,,1977.0,1.0,,59605.0,127901.0,2015.0,68296.0,6756.66,,,60590525113003.0
12415295,,,,2.0,4.0,,4.0,2.0,,,1427.0,1427.0,,,,,6037.0,,2.0,,,,2.0,33859977.0,-118059377.0,5042.0,,,,,,0100,261.0,CERS5000,60375545.171009,10774.0,3101.0,,96206.0,0.0,,,,1.0,,,1971.0,,,51998.0,72978.0,2015.0,20980.0,1145.84,,,60375545171009.0
11021013,,,,2.0,4.0,,7.0,2.0,,,1350.0,1350.0,,,,,6037.0,,2.0,,,,7.0,34258960.0,-118440756.0,5999.0,,,,,,0100,261.0,LAR1,60371192.022009,12447.0,3101.0,116646.0,96361.0,0.0,,,,1.0,,,1950.0,,,123684.0,191246.0,2015.0,67562.0,2451.5,,,60371192022009.0
13835905,,,,3.0,4.0,,,3.0,,,1737.0,1737.0,,,,,6059.0,,3.0,2.0,696.0,,,33770783.0,-117887797.0,6000.0,1.0,,,,1.0,122,261.0,,60590753.012012,47568.0,1286.0,268050.0,97006.0,9.0,,,,,,,1967.0,2.0,,113663.0,214369.0,2015.0,100706.0,4492.46,,,60590753012012.0
11127490,1.0,,,3.0,4.0,,4.0,3.0,,,2378.0,2378.0,,,,,6037.0,,3.0,,,,2.0,34295978.0,-118546615.0,10701.0,1.0,,,,1.0,0101,261.0,LARS,60371081.041001,12447.0,3101.0,275078.0,96356.0,0.0,,,,1.0,,,1966.0,,,146000.0,731000.0,2015.0,585000.0,8948.23,,,60371081041001.0
11061365,1.0,,,2.0,3.0,,4.0,2.0,,,1920.0,1920.0,,,,,6037.0,,2.0,,,,2.0,34232761.0,-118498069.0,17260.0,1.0,,,,1.0,0101,261.0,LARA,60371173.024002,12447.0,3101.0,33183.0,96369.0,0.0,,,,1.0,,,1958.0,,,176621.0,271717.0,2015.0,95096.0,3441.97,,,60371173024002.0
14659800,,,,2.5,3.0,,,2.5,,,1804.0,1804.0,,,,,6059.0,,2.0,2.0,0.0,,,33714607.0,-117823293.0,,,,,,,1,266.0,,60590755.154084,27491.0,1286.0,,97018.0,0.0,,1.0,,,,,2009.0,,,264343.0,549000.0,2015.0,284657.0,9686.16,,,60590755154176.0
12693036,,,,2.0,4.0,,4.0,2.0,,,1649.0,1649.0,,,,,6037.0,,2.0,,,,2.0,33756631.0,-118317316.0,9468.0,,,,,,0100,261.0,RPRS-4*,60376707.01201,54053.0,3101.0,,96122.0,0.0,,,,1.0,,,1957.0,,,156668.0,783343.0,2015.0,626675.0,9741.89,,,60376707012010.0
11553804,1.0,,,3.0,4.0,,7.0,3.0,,,2642.0,2642.0,,,,,6037.0,,3.0,,,,2.0,34014769.0,-118436110.0,5791.0,,,,,,0100,261.0,LAR1,60372715.002004,12447.0,3101.0,116415.0,96047.0,0.0,,,,1.0,,,1947.0,,,331000.0,1394000.0,2015.0,1063000.0,18795.63,,,60372715002004.0
11709799,,,,2.0,4.0,,4.0,2.0,,,2086.0,2086.0,,,,,6037.0,,2.0,,,,2.0,34009648.0,-118321884.0,4946.0,1.0,,,,1.0,0101,261.0,LAR1,60372340.004002,12447.0,3101.0,274293.0,95989.0,0.0,,,,1.0,,,1929.0,,,158755.0,461363.0,2015.0,302608.0,5660.39,,,60372340004002.0
14173153,,,,2.5,4.0,,,2.5,,,3337.0,3337.0,,,,,6059.0,,2.0,2.0,628.0,,,33909331.0,-117868847.0,7294.0,,,,,,122,261.0,,60590117.071028,24812.0,1286.0,,97043.0,0.0,,1.0,,,,,1999.0,,,379330.0,608076.0,2015.0,228746.0,7056.92,,,60590117071028.0
13032866,1.0,,,3.0,5.0,,4.0,3.0,,,2394.0,,,2394.0,,,6037.0,,3.0,,,,,34141225.0,-117866215.0,7500.0,,,,,,0200,246.0,GDR2,60374010.022027,11626.0,3101.0,,96486.0,0.0,,,,2.0,,,1977.0,,,121472.0,146053.0,2015.0,24581.0,2224.35,,,60374010022027.0
14492891,,,,2.0,3.0,,,2.0,,,1562.0,1562.0,,,,,6059.0,,2.0,2.0,460.0,,,33632231.0,-117661884.0,10200.0,,,,,,122,261.0,,60590320.322004,12773.0,1286.0,,96995.0,5.0,,,,,,,1974.0,1.0,,115125.0,501022.0,2015.0,385897.0,5166.02,,,60590320322004.0
11723403,,,,2.0,3.0,,7.0,2.0,,,1453.0,1453.0,,,,,6037.0,,2.0,,,,7.0,34015814.0,-118339639.0,6627.0,,,,,,0100,261.0,LAR1,60372361.005007,12447.0,3101.0,268097.0,95989.0,0.0,,,,1.0,,,1945.0,,,49187.0,105681.0,2015.0,56494.0,1400.48,,,60372361005007.0
14060991,,,,2.0,5.0,,,2.0,,,1785.0,1785.0,,,,,6059.0,1.0,2.0,2.0,441.0,,,33695259.0,-117958679.0,7200.0,,,,,,122,261.0,,60590992.321022,8384.0,1286.0,,97008.0,7.0,,,,,,,1964.0,2.0,,47851.0,70305.0,2015.0,22454.0,1028.16,,,60590992321022.0
11730108,,,,3.0,3.0,,7.0,3.0,,,2252.0,,,2252.0,,,6037.0,,3.0,,,,,34031556.0,-118306581.0,6531.0,,,,,,0300,247.0,LARD1.5,60372222.002003,12447.0,3101.0,757352.0,95999.0,0.0,,,,3.0,,,1923.0,,,130289.0,309814.0,2015.0,179525.0,4038.79,,,60372222002003.0
11213530,1.0,,,3.0,6.0,,4.0,3.0,,,3319.0,3319.0,,,,,6037.0,,3.0,,,,2.0,34561049.0,-118028955.0,6969.0,,,,,,0100,261.0,LCA21*,60379107.051035,40227.0,3101.0,,97330.0,0.0,,,,1.0,,,2002.0,,,220000.0,294000.0,2015.0,74000.0,5821.28,,,60379107051035.0
12662434,,,,1.0,0.0,,4.0,1.0,,,410.0,410.0,,,,,6037.0,,1.0,,,,7.0,33839700.0,-118389000.0,273001.0,1.0,,,,1.0,010C,266.0,RBC1*,60376212.041012,33612.0,3101.0,,96123.0,0.0,,,,1.0,,,1974.0,,,13499.0,45279.0,2015.0,31780.0,695.79,,,60376212041012.0
14368981,13.0,,,3.0,4.0,,,3.0,,,2136.0,2136.0,,,,,6059.0,,3.0,2.0,474.0,True,,33632261.0,-117678349.0,5720.0,1.0,,,1.0,,122,261.0,,60590320.272006,32380.0,1286.0,,96962.0,8.0,,,,,,,1983.0,2.0,,190291.0,578319.0,2015.0,388028.0,5996.34,,,60590320272006.0
12475898,,,,2.0,3.0,,7.0,2.0,,,1284.0,1284.0,,,,,6037.0,,2.0,,,,7.0,33860832.0,-118143805.0,5374.0,1.0,,,,1.0,0101,261.0,LKR1YY,60375700.034003,12292.0,3101.0,,96212.0,0.0,,,,1.0,,,1946.0,,,127919.0,315535.0,2015.0,187616.0,4257.58,,,60375700034003.0
12614624,,,,2.0,4.0,,7.0,2.0,,,1609.0,1609.0,,,,,6037.0,,2.0,,,,2.0,33820108.0,-118327566.0,10669.0,,,,,,0100,261.0,TORR-LO,60376511.011021,54722.0,3101.0,275428.0,96163.0,0.0,,,,1.0,,,1960.0,,,115390.0,403884.0,2015.0,288494.0,4800.47,,,60376511011021.0
10911895,,,,1.0,3.0,,7.0,1.0,,,1110.0,1110.0,,,,,6037.0,,1.0,,,,7.0,34141436.0,-118401234.0,5683.0,1.0,,,,1.0,0101,261.0,LAR1,60371439.012017,12447.0,3101.0,47880.0,96449.0,0.0,,,,1.0,,,1936.0,,,141263.0,489148.0,2015.0,347885.0,6037.76,,,60371439012017.0
12785325,,,,3.0,6.0,,7.0,3.0,,,3197.0,,,3197.0,,,6037.0,,3.0,,,,,33980171.0,-118041527.0,7013.0,,,,,,0300,247.0,WHR4*,60375014.002011,14634.0,3101.0,,96169.0,0.0,,,,3.0,,,1919.0,,,114915.0,238279.0,2015.0,123364.0,3756.92,,,60375014002011.0
11173749,1.0,,,2.0,2.0,,4.0,2.0,,,1460.0,1460.0,,,,,6037.0,,2.0,,,,2.0,34404899.0,-118479013.0,243185.0,,,,,,010D,269.0,SCUR3,60379200.312013,54311.0,3101.0,26134.0,96352.0,0.0,,,,1.0,,,2004.0,,,86000.0,426000.0,2015.0,340000.0,6224.7,,,60379200312018.0
12375079,,,,1.0,3.0,,7.0,1.0,,,1086.0,1086.0,,,,,6037.0,,1.0,,,,2.0,34015586.0,-118129574.0,5046.0,,,,,,0100,261.0,LCR3YY,60375318.003011,25953.0,3101.0,,96003.0,0.0,,,,1.0,,,1950.0,,,38537.0,93764.0,2015.0,55227.0,1661.43,,,60375318003011.0
14267159,,,,2.0,4.0,,,2.0,,,1771.0,1771.0,,,,,6059.0,1.0,2.0,2.0,493.0,,,33691813.0,-117895976.0,6000.0,,,,,,122,261.0,,60590639.07302,38032.0,1286.0,,96958.0,7.0,,,,,,,1972.0,1.0,,67149.0,117190.0,2015.0,50041.0,1827.54,,,60590639073020.0
17217070,,,,3.0,5.0,,,3.0,,1546.0,2896.0,2896.0,,,1546.0,,6111.0,2.0,3.0,2.0,619.0,,,34214705.0,-118811910.0,6914.0,1.0,403.0,,,1.0,1111,261.0,,61110075.102006,34278.0,2061.0,,96385.0,9.0,,,,,,,1997.0,2.0,,352241.0,554148.0,2015.0,201907.0,5922.0,,,61110075102006.0
12602233,1.0,,,3.0,3.0,,4.0,3.0,,,1919.0,1919.0,,,,,6037.0,,3.0,,,,2.0,33827300.0,-118336000.0,68335.0,,,,,,010C,266.0,TOPR-MD,60376508.001011,54722.0,3101.0,416342.0,96161.0,0.0,,,,1.0,,,1993.0,,,218309.0,355038.0,2015.0,136729.0,4182.67,,,60376508001009.0
14116155,,,,2.0,4.0,,,2.0,,,1906.0,1906.0,,,,,6059.0,,2.0,2.0,567.0,,,33830217.0,-117884155.0,7120.0,1.0,,,,1.0,122,261.0,,60590863.051,16764.0,1286.0,275470.0,97025.0,8.0,,,,,,,1966.0,1.0,,168133.0,270638.0,2015.0,102505.0,3420.3,,,60590863051000.0
12828005,,,,2.0,4.0,,7.0,2.0,,,1334.0,1334.0,,,,,6037.0,,2.0,,,,2.0,33934557.0,-117986177.0,6540.0,,,,,,0100,261.0,WHR106,60375034.013008,14634.0,3101.0,,96171.0,0.0,,,,1.0,,,1955.0,,,133250.0,442390.0,2015.0,309140.0,5479.65,,,60375034013008.0
10934634,,,,1.0,2.0,,7.0,1.0,,,1012.0,1012.0,,,,,6037.0,,1.0,,,,2.0,34120865.0,-118349131.0,4862.0,,,,,,0100,261.0,LAR1,60371437.001026,12447.0,3101.0,274049.0,96049.0,0.0,,,,1.0,,,1955.0,,,59162.0,142775.0,2015.0,83613.0,1906.42,,,60371437001026.0
13872936,,,,2.5,3.0,,,2.5,,,1770.0,1770.0,,,,,6059.0,,2.0,1.0,396.0,,,33863684.0,-117946591.0,6420.0,,,,,,122,261.0,,60590111.011006,24812.0,1286.0,,97041.0,7.0,,1.0,,,,,1956.0,1.0,,41512.0,62388.0,2015.0,20876.0,956.62,,,60590111011006.0
13061771,1.0,,,2.0,2.0,,4.0,2.0,,,1105.0,1105.0,,,,,6037.0,,2.0,,,,2.0,34031800.0,-117796000.0,149670.0,,,,,,010C,266.0,LCR3800015,60374033.16201,24384.0,3101.0,,96505.0,0.0,,,,1.0,,,1982.0,,,138278.0,195185.0,2015.0,56907.0,2643.43,,,60374033162010.0
14738997,,,,1.0,2.0,,,1.0,,,796.0,796.0,,,,,6059.0,,1.0,1.0,0.0,,,33552500.0,-117678000.0,,,,,,,34,266.0,,60590423.151017,25459.0,1286.0,,96987.0,0.0,,,,,,,1984.0,,,78842.0,312000.0,2015.0,233158.0,3101.16,,,60590423151018.0
14705638,,,,1.0,1.0,,,1.0,,,785.0,785.0,,,,,6059.0,,1.0,1.0,0.0,,,33715300.0,-118013000.0,,,,,,,34,266.0,,60590994.121001,25218.0,1286.0,,96965.0,0.0,,,,,,,1969.0,,,64149.0,129098.0,2015.0,64949.0,1750.84,,,60590994121001.0
14112001,,,,2.5,4.0,,,2.5,,,1657.0,1657.0,,,,,6059.0,,2.0,2.0,442.0,,,33822100.0,-118039940.0,6000.0,,,,,,122,261.0,,60591101.042005,44833.0,1286.0,,96185.0,6.0,,1.0,,,,,1964.0,2.0,,49732.0,74143.0,2015.0,24411.0,1095.72,,,60591101042005.0
10863194,1.0,,,2.0,2.0,,4.0,2.0,,,1559.0,1559.0,,,,,6037.0,,2.0,,,,2.0,34150700.0,-118457000.0,24102.0,1.0,,,,1.0,010C,266.0,LARD1.5,60371413.023009,12447.0,3101.0,27080.0,96412.0,0.0,,,,1.0,,,1981.0,,,185219.0,264585.0,2015.0,79366.0,3236.64,,,60371413023009.0
12872607,,,,2.0,5.0,,7.0,2.0,,,1898.0,1898.0,,,,,6037.0,,2.0,,,,2.0,34079292.0,-117724608.0,8994.0,,,,,,0100,261.0,POR172,60374027.032,20008.0,3101.0,,96507.0,0.0,,,,1.0,,,1962.0,,,134700.0,350000.0,2015.0,215300.0,4495.58,,,60374027032000.0
13917117,,,,1.0,2.0,,,1.0,,,1296.0,1296.0,,,,,6059.0,,1.0,1.0,350.0,,,33848996.0,-117899998.0,8584.0,,,,,,122,261.0,,60590864.042,16764.0,1286.0,274765.0,97024.0,5.0,,,,,,,1946.0,1.0,,61562.0,243301.0,2015.0,181739.0,3031.22,,,60590864042000.0
12161004,,,,1.0,3.0,,7.0,1.0,,,1224.0,1224.0,,,,,6037.0,,1.0,,,,7.0,34194873.0,-118156157.0,9647.0,,,,,,0100,261.0,LCR175,60374603.024,30187.0,3101.0,,96265.0,0.0,,,,1.0,,,1922.0,,,26698.0,39121.0,2015.0,12423.0,813.73,,,60374603024000.0
12234849,,,,2.0,3.0,,7.0,2.0,,,1558.0,1558.0,,,,,6037.0,,2.0,,,,2.0,33939463.0,-118274634.0,5399.0,,,,,,0100,261.0,LAR2,60372411.202009,12447.0,3101.0,268496.0,95984.0,0.0,,,,1.0,,,1984.0,,,103420.0,132708.0,2015.0,29288.0,1964.55,,,60372411202009.0
11608243,,,,5.0,5.0,,10.0,5.0,,,4490.0,4490.0,,,,,6037.0,,5.0,,,,2.0,34037319.0,-118405328.0,8722.0,,,,,,0100,261.0,LAR1,60372690.001001,12447.0,3101.0,403142.0,96045.0,0.0,,,,1.0,,,1952.0,,,1097391.0,1849653.0,2015.0,752262.0,22702.96,,,60372690001001.0
12722862,,,,1.0,3.0,,7.0,1.0,,,986.0,986.0,,,,,6037.0,,1.0,,,,7.0,33930149.0,-118098720.0,6552.0,,,,,,0100,261.0,NOR105,60375503.004013,53636.0,3101.0,,96193.0,0.0,,,,1.0,,,1952.0,,,21647.0,37735.0,2015.0,16088.0,839.82,,,60375503004013.0
11459843,,,,3.0,3.0,,7.0,3.0,,,2103.0,2103.0,,,,,6037.0,,3.0,,,,2.0,33974245.0,-118397859.0,6817.0,,,,,,0100,261.0,LAR1,60372770.004003,12447.0,3101.0,7877.0,96026.0,0.0,,,,1.0,,,1950.0,,,145396.0,291898.0,2015.0,146502.0,3767.02,,,60372770004003.0
12259440,,,,2.0,5.0,,7.0,2.0,,,2272.0,,,2272.0,,,6037.0,,2.0,,,,,33911421.0,-118263952.0,7842.0,,,,,,0200,246.0,LCR3*,60375408.00501,118994.0,3101.0,,96042.0,0.0,,,,2.0,,,1947.0,,,148965.0,165053.0,2015.0,16088.0,2820.77,,,60375408005010.0
13043673,1.0,,,3.0,4.0,,4.0,3.0,,,3365.0,3365.0,,,,,6037.0,,3.0,,,,2.0,34136462.0,-117822883.0,14110.0,1.0,,,,1.0,0101,261.0,GDE6_PD4,60374004.043008,11626.0,3101.0,,96486.0,0.0,,,,1.0,,,1986.0,,,374587.0,546901.0,2015.0,172314.0,6651.42,,,60374004043008.0
11410825,,,,2.0,4.0,,,2.0,,,1862.0,,,1862.0,,,6037.0,,2.0,,,,,33951233.0,-118324785.0,6099.0,,,,,,0200,246.0,INR2YY,60376007.022002,45888.0,3101.0,,96137.0,0.0,,,,2.0,,,1947.0,,,28540.0,53810.0,2015.0,25270.0,1139.23,,,60376007022002.0
12847700,1.0,,,3.0,4.0,,4.0,3.0,,,2796.0,2796.0,,,,,6037.0,,3.0,,,,2.0,33972609.0,-117860612.0,12954.0,1.0,,,,1.0,0101,261.0,LCA11*,60374087.032008,22827.0,3101.0,,96522.0,0.0,,,,1.0,,,1987.0,,,356882.0,566983.0,2015.0,210101.0,7116.56,,,60374087032008.0
11676048,,,,3.0,2.0,,1.0,3.0,,,1987.0,1987.0,,,,,6037.0,,3.0,,,,2.0,34043200.0,-118569000.0,23766.0,,,,,,010C,266.0,LCR3*,60378005.06301,12520.0,3101.0,,96116.0,0.0,,,,1.0,,,1975.0,,,173986.0,265964.0,2015.0,91978.0,3936.77,,,60378005063010.0
11806447,,,,3.0,3.0,,7.0,3.0,,,1222.0,1222.0,,,,,6037.0,,3.0,,,,2.0,34019652.0,-118193186.0,5006.0,,,,,,0100,261.0,LAR2,60372049.201011,12447.0,3101.0,113886.0,96004.0,0.0,,,,1.0,,,1919.0,,,44223.0,63372.0,2015.0,19149.0,849.29,,,60372049201011.0
17251561,,,,2.5,5.0,,,2.5,,1530.0,2498.0,2498.0,,,1530.0,,6111.0,1.0,2.0,2.0,439.0,,,34267921.0,-118749204.0,6500.0,,,,,,1111,261.0,,61110080.012,27110.0,2061.0,,97118.0,9.0,,1.0,,,,,1967.0,2.0,,182000.0,514000.0,2015.0,332000.0,5925.46,,,61110080012000.0
11009150,,,,3.0,3.0,,7.0,3.0,,,2230.0,2230.0,,,,,6037.0,,3.0,,,,2.0,34279817.0,-118523989.0,19018.0,,,,,,0100,261.0,LAA1,60371066.433018,12447.0,3101.0,31817.0,96370.0,0.0,,,,1.0,,,1940.0,,,129278.0,232698.0,2015.0,103420.0,3091.54,,,60371066433018.0
14249554,,,,2.0,4.0,,,2.0,,,1652.0,1652.0,,,,,6059.0,,2.0,2.0,517.0,,,33768602.0,-117846171.0,6467.0,,,,,,122,261.0,,60590754.042008,47568.0,1286.0,,97005.0,7.0,,,,,,,1972.0,3.0,,96787.0,535000.0,2015.0,438213.0,5957.0,,,60590754042008.0
11472936,,,,4.0,5.0,,4.0,4.0,,,2517.0,,,2517.0,,,6037.0,,4.0,,,,,33926181.0,-118412317.0,5280.0,,,,,,0200,246.0,ESR2YY,60376201.011012,55753.0,3101.0,,96103.0,0.0,,,,2.0,,,1974.0,,,84432.0,125409.0,2015.0,40977.0,15646.97,Y,15.0,60376201011012.0
14011274,13.0,,,1.5,2.0,,,1.5,,,1242.0,1242.0,,,,,6059.0,,1.0,1.0,396.0,,,33823386.0,-118019473.0,1692.0,,,,,,122,261.0,,60591101.094,10608.0,1286.0,,96185.0,4.0,,1.0,,,,,1977.0,2.0,,112511.0,341540.0,2015.0,229029.0,4199.88,,,60591101094000.0
10795010,1.0,,,2.0,2.0,,4.0,2.0,,,1160.0,1160.0,,,,,6037.0,,2.0,,,,2.0,34183500.0,-118596000.0,134581.0,1.0,,,,1.0,010C,266.0,LAWC,60371349.051003,12447.0,3101.0,48570.0,96389.0,0.0,,,,,,,2010.0,,,281743.0,402520.0,2015.0,120777.0,4961.02,,,60371349051003.0
14749584,,,,2.0,2.0,,,2.0,,,1254.0,1254.0,,,,,6059.0,,2.0,2.0,0.0,,,33441944.0,-117623736.0,,,,,,,34,266.0,,60590421.121052,13693.0,1286.0,,96983.0,0.0,,,,,,,1981.0,,,113627.0,238885.0,2015.0,125258.0,4974.74,,,60590421121052.0
11314608,,,,2.0,4.0,,7.0,2.0,,,1204.0,1204.0,,,,,6037.0,,2.0,,,,2.0,34710049.0,-118119316.0,6522.0,,,,,,0100,261.0,LRRA6500*,60379006.022005,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,1957.0,,,28123.0,37077.0,2015.0,8954.0,1150.72,,,60379006022005.0
12050824,,,,1.0,2.0,,7.0,1.0,,,748.0,748.0,,,,,6037.0,,1.0,,,,7.0,34176073.0,-118288191.0,6118.0,,,,,,0100,261.0,GLR1YY,60373015.012018,45457.0,3101.0,273868.0,96320.0,0.0,,,,1.0,,,1925.0,,,93078.0,158571.0,2015.0,65493.0,1752.87,,,60373015012018.0
12691042,,,,4.0,3.0,,4.0,4.0,,,2026.0,2026.0,,,,,6037.0,,4.0,,,,2.0,33790574.0,-118342358.0,5270.0,,,,,,0100,261.0,TORR-LO,60376514.023012,54722.0,3101.0,416966.0,96163.0,0.0,,,,1.0,,,1976.0,,,336923.0,864895.0,2015.0,527972.0,10081.86,,,60376514023012.0
14387023,,,,3.0,4.0,,,3.0,,,2837.0,2837.0,,,,,6059.0,,3.0,2.0,451.0,,,33597561.0,-117724101.0,3420.0,,,,,,1,261.0,,60590626.411032,37086.0,1286.0,,96974.0,0.0,,,,,,,2009.0,,,366610.0,783827.0,2015.0,417217.0,12384.68,,,60590626411032.0
11165859,1.0,,,2.0,2.0,,7.0,2.0,,,1426.0,1426.0,,,,,6037.0,,2.0,,,,2.0,34392689.0,-118545482.0,6003.0,,,,,,0100,261.0,SCUR2,60379203.313002,54311.0,3101.0,48200.0,96378.0,0.0,,,,1.0,,,1971.0,,,257000.0,434000.0,2015.0,177000.0,6424.94,Y,14.0,60379203313002.0
11538166,1.0,,,2.0,1.0,,10.0,2.0,,,928.0,928.0,,,,,6037.0,,2.0,,,,2.0,33984600.0,-118445000.0,124612.0,1.0,,,,1.0,010C,266.0,LAC4(OX),60372741.001015,12447.0,3101.0,21056.0,96128.0,0.0,,,,1.0,,,2003.0,,,174000.0,612000.0,2015.0,438000.0,6524.95,,,60372741001012.0
14416904,,,,2.5,3.0,,,2.5,,,1536.0,1536.0,,,,,6059.0,,2.0,2.0,437.0,,,33547559.0,-117696815.0,5525.0,,,,,,122,261.0,,60590423.361003,25459.0,1286.0,,96987.0,0.0,,1.0,,,,,1990.0,,,156638.0,389917.0,2015.0,233279.0,4024.56,,,60590423361003.0
12137403,,,,3.0,2.0,,4.0,3.0,,,2797.0,2797.0,,,,,6037.0,,3.0,,,,2.0,34147904.0,-118056145.0,26306.0,,,,,,0100,261.0,ARROD*,60374307.01101,50749.0,3101.0,,96268.0,0.0,,,,1.0,,,1940.0,,,341117.0,1307623.0,2015.0,966506.0,15122.21,,,60374307011010.0
13973954,,,,2.0,4.0,,,2.0,,,1200.0,1200.0,,,,,6059.0,,2.0,2.0,420.0,,,33731872.0,-117888699.0,6000.0,,,,,,122,261.0,,60590747.01301,47568.0,1286.0,276449.0,97004.0,7.0,,,,,,,1958.0,1.0,,29755.0,50103.0,2015.0,20348.0,833.38,,,60590747013010.0
10981641,,,,2.0,3.0,,7.0,2.0,,,1570.0,1570.0,,,,,6037.0,,2.0,,,,2.0,34276225.0,-118391077.0,7961.0,1.0,,,,1.0,0101,261.0,LARS,60371041.082,12447.0,3101.0,268249.0,96368.0,0.0,,,,1.0,,,1958.0,,,50891.0,254470.0,2015.0,203579.0,4016.96,,,60371041082000.0
13942009,,,,2.0,4.0,,,2.0,,,1646.0,1646.0,,,,,6059.0,,2.0,1.0,360.0,,,33765703.0,-117991890.0,7231.0,,,,,,122,261.0,,60590998.013001,34780.0,1286.0,,96990.0,6.0,,,,,,,1954.0,1.0,,107336.0,267060.0,2015.0,159724.0,3559.02,,,60590998013001.0
13950263,,,,2.0,3.0,,,2.0,,,1296.0,1296.0,,,,,6059.0,,2.0,2.0,520.0,,,33746855.0,-117958430.0,6250.0,,,,,,122,261.0,,60590889.042011,34780.0,1286.0,,97051.0,6.0,,,,,,,1959.0,1.0,,36834.0,56726.0,2015.0,19892.0,969.72,,,60590889042010.0
12068341,1.0,,,3.0,2.0,,4.0,3.0,,,1113.0,1113.0,,,,,6037.0,,3.0,,,,2.0,34154400.0,-118242000.0,25334.0,,,,,,010C,266.0,GLR4YY,60373019.002005,45457.0,3101.0,276258.0,96325.0,0.0,,,,1.0,,,1992.0,,,156973.0,269634.0,2015.0,112661.0,3041.98,,,60373019002005.0
11590731,,,,5.0,4.0,,7.0,5.0,,,3263.0,,,3263.0,,,6037.0,,5.0,,,,,34009484.0,-118485284.0,5732.0,,,,,,0400,248.0,SMOP2*,60377020.024001,26964.0,3101.0,,96152.0,0.0,,,,4.0,,,1962.0,,,207506.0,546293.0,2015.0,338787.0,7051.18,,,60377020024001.0
10817845,1.0,,,5.0,5.0,,10.0,5.0,,,4101.0,4101.0,,,,,6037.0,,5.0,,,,2.0,34142792.0,-118532880.0,17498.0,,,,,,0100,261.0,LARA,60371397.031029,12447.0,3101.0,47950.0,96379.0,0.0,,,,1.0,,,1996.0,,,548340.0,821191.0,2015.0,272851.0,10326.38,,,60371397031029.0
14323131,,,,2.5,3.0,,,2.5,,,1656.0,1656.0,,,,,6059.0,,2.0,2.0,441.0,,,33661229.0,-117780583.0,4001.0,,,,,,122,261.0,,60590525.172033,52650.0,1286.0,274828.0,96952.0,0.0,,1.0,,,,,1999.0,,,194411.0,688451.0,2015.0,494040.0,8902.26,,,60590525172033.0
